Labour market region (SA4): ASGS (2011),Month,Age,Sex,Sum of Employment to population rate (%)
Melbourne - North East,2017/02/01,35-44 years,Males,88.67391013
Melbourne - North East,2017/02/01,35-44 years,Females,72.30371127
Melbourne - North East,2017/02/01,45-54 years,Males,87.29310574
Melbourne - North East,2017/02/01,45-54 years,Females,74.48353079
Melbourne - North East,2017/02/01,55-64 years,Males,76.14719252
Melbourne - North East,2017/02/01,55-64 years,Females,58.35960612
Melbourne - North East,2017/02/01,65 years and over,Males,17.3540168
Melbourne - North East,2017/02/01,65 years and over,Females,9.895917229
Melbourne - North East,2017/01/01,15-24 years,Males,56.11416844
Melbourne - North East,2017/01/01,15-24 years,Females,58.81174762
Melbourne - North East,2017/01/01,25-34 years,Males,87.05459615
Melbourne - North East,2017/01/01,25-34 years,Females,71.72551563
Melbourne - North East,2017/01/01,35-44 years,Males,87.80935692
Melbourne - North East,2017/01/01,35-44 years,Females,70.49664168
Melbourne - North East,2017/01/01,45-54 years,Males,86.24818772
Melbourne - North East,2017/01/01,45-54 years,Females,73.26665398
Melbourne - North East,2017/01/01,55-64 years,Males,74.70444617
Melbourne - North East,2017/01/01,55-64 years,Females,56.50384347
Melbourne - North East,2017/01/01,65 years and over,Males,16.30021475
Melbourne - North East,2017/01/01,65 years and over,Females,8.973448938
Melbourne - North East,2016/12/01,15-24 years,Males,58.222361
Melbourne - North East,2016/12/01,15-24 years,Females,60.80112879
Melbourne - North East,2016/12/01,25-34 years,Males,88.18638844
Melbourne - North East,2016/12/01,25-34 years,Females,73.49974654
Melbourne - North East,2016/12/01,35-44 years,Males,88.48966919
Melbourne - North East,2016/12/01,35-44 years,Females,72.19677953
Melbourne - North East,2016/12/01,45-54 years,Males,87.25414944
Melbourne - North East,2016/12/01,45-54 years,Females,74.99515227
Melbourne - North East,2016/12/01,55-64 years,Males,75.90638963
Melbourne - North East,2016/12/01,55-64 years,Females,58.1632808
Melbourne - North East,2016/12/01,65 years and over,Males,17.09875967
Melbourne - North East,2016/12/01,65 years and over,Females,9.203067321
Melbourne - North East,2016/11/01,15-24 years,Males,55.8057925
Melbourne - North East,2016/11/01,15-24 years,Females,58.07021997
Melbourne - North East,2016/11/01,25-34 years,Males,88.36367128
Melbourne - North East,2016/11/01,25-34 years,Females,73.13673495
Melbourne - North East,2016/11/01,35-44 years,Males,88.34494241
Melbourne - North East,2016/11/01,35-44 years,Females,72.12198754
Melbourne - North East,2016/11/01,45-54 years,Males,87.06785449
Melbourne - North East,2016/11/01,45-54 years,Females,74.85643275
Melbourne - North East,2016/11/01,55-64 years,Males,75.47014036
Melbourne - North East,2016/11/01,55-64 years,Females,57.83785077
Melbourne - North East,2016/11/01,65 years and over,Males,16.54808969
Melbourne - North East,2016/11/01,65 years and over,Females,8.677601724
Melbourne - North East,2016/10/01,15-24 years,Males,55.68933534
Melbourne - North East,2016/10/01,15-24 years,Females,58.44188756
Melbourne - North East,2016/10/01,25-34 years,Males,88.46399961
Melbourne - North East,2016/10/01,25-34 years,Females,73.05010017
Melbourne - North East,2016/10/01,35-44 years,Males,88.48558902
Melbourne - North East,2016/10/01,35-44 years,Females,72.44448842
Melbourne - North East,2016/10/01,45-54 years,Males,86.96932811
Melbourne - North East,2016/10/01,45-54 years,Females,74.89139589
Melbourne - North East,2016/10/01,55-64 years,Males,75.50127538
Melbourne - North East,2016/10/01,55-64 years,Females,57.92907014
Melbourne - North East,2016/10/01,65 years and over,Males,16.26009053
Melbourne - North East,2016/10/01,65 years and over,Females,8.326878875
Melbourne - North East,2016/09/01,15-24 years,Males,55.10820801
Melbourne - North East,2016/09/01,15-24 years,Females,57.34959709
Melbourne - North East,2016/09/01,25-34 years,Males,88.43661382
Melbourne - North East,2016/09/01,25-34 years,Females,72.71814519
Melbourne - North East,2016/09/01,35-44 years,Males,87.91997905
Melbourne - North East,2016/09/01,35-44 years,Females,72.24864611
Melbourne - North East,2016/09/01,45-54 years,Males,86.30201057
Melbourne - North East,2016/09/01,45-54 years,Females,74.39233868
Melbourne - North East,2016/09/01,55-64 years,Males,75.08908735
Melbourne - North East,2016/09/01,55-64 years,Females,57.08456982
Melbourne - North East,2016/09/01,65 years and over,Males,15.73251173
Melbourne - North East,2016/09/01,65 years and over,Females,7.834409234
Melbourne - North East,2016/08/01,15-24 years,Males,54.93538246
Melbourne - North East,2016/08/01,15-24 years,Females,57.38603267
Melbourne - North East,2016/08/01,25-34 years,Males,89.04206877
Melbourne - North East,2016/08/01,25-34 years,Females,73.25378056
Melbourne - North East,2016/08/01,35-44 years,Males,88.1623836
Melbourne - North East,2016/08/01,35-44 years,Females,72.55861407
Melbourne - North East,2016/08/01,45-54 years,Males,86.18888422
Melbourne - North East,2016/08/01,45-54 years,Females,74.3630551
Melbourne - North East,2016/08/01,55-64 years,Males,75.32487137
Melbourne - North East,2016/08/01,55-64 years,Females,56.79615904
Melbourne - North East,2016/08/01,65 years and over,Males,15.48498309
Melbourne - North East,2016/08/01,65 years and over,Females,7.631452129
Melbourne - North East,2016/07/01,15-24 years,Males,55.64368407
Melbourne - North East,2016/07/01,15-24 years,Females,58.41496152
Melbourne - North East,2016/07/01,25-34 years,Males,89.2382079
Melbourne - North East,2016/07/01,25-34 years,Females,73.32797026
Melbourne - North East,2016/07/01,35-44 years,Males,88.18212691
Melbourne - North East,2016/07/01,35-44 years,Females,72.75877743
Melbourne - North East,2016/07/01,45-54 years,Males,85.83753857
Melbourne - North East,2016/07/01,45-54 years,Females,73.94272081
Melbourne - North East,2016/07/01,55-64 years,Males,75.35711256
Melbourne - North East,2016/07/01,55-64 years,Females,56.48249124
Melbourne - North East,2016/07/01,65 years and over,Males,15.28038876
Melbourne - North East,2016/07/01,65 years and over,Females,7.566113886
Melbourne - North East,2016/06/01,15-24 years,Males,55.67211882
Melbourne - North East,2016/06/01,15-24 years,Females,58.92102038
Melbourne - North East,2016/06/01,25-34 years,Males,89.37365338
Melbourne - North East,2016/06/01,25-34 years,Females,72.95567838
Melbourne - North East,2016/06/01,35-44 years,Males,88.49327176
Melbourne - North East,2016/06/01,35-44 years,Females,72.89232518
Melbourne - North East,2016/06/01,45-54 years,Males,85.70716046
Melbourne - North East,2016/06/01,45-54 years,Females,73.13996048
Melbourne - North East,2016/06/01,55-64 years,Males,75.24816426
Melbourne - North East,2016/06/01,55-64 years,Females,55.91503826
Melbourne - North East,2016/06/01,65 years and over,Males,14.80436957
Melbourne - North East,2016/06/01,65 years and over,Females,7.356821567
Melbourne - North East,2016/05/01,15-24 years,Males,56.22545495
Melbourne - North East,2016/05/01,15-24 years,Females,58.58066748
Melbourne - North East,2016/05/01,25-34 years,Males,88.90735785
Melbourne - North East,2016/05/01,25-34 years,Females,71.81968659
Melbourne - North East,2016/05/01,35-44 years,Males,88.54566283
Melbourne - North East,2016/05/01,35-44 years,Females,72.69189857
Melbourne - North East,2016/05/01,45-54 years,Males,85.47425271
Melbourne - North East,2016/05/01,45-54 years,Females,72.37232086
Melbourne - North East,2016/05/01,55-64 years,Males,74.95429619
Melbourne - North East,2016/05/01,55-64 years,Females,55.5791539
Melbourne - North East,2016/05/01,65 years and over,Males,14.36676218
Melbourne - North East,2016/05/01,65 years and over,Females,7.195470772
Melbourne - North East,2016/04/01,15-24 years,Males,56.30723511
Melbourne - North East,2016/04/01,15-24 years,Females,58.96798872
Melbourne - North East,2016/04/01,25-34 years,Males,88.905635
Melbourne - North East,2016/04/01,25-34 years,Females,71.17970159
Melbourne - North East,2016/04/01,35-44 years,Males,88.61760419
Melbourne - North East,2016/04/01,35-44 years,Females,72.4599217
Melbourne - North East,2016/04/01,45-54 years,Males,85.23969704
Melbourne - North East,2016/04/01,45-54 years,Females,71.76606975
Melbourne - North East,2016/04/01,55-64 years,Males,74.56814019
Melbourne - North East,2016/04/01,55-64 years,Females,55.39638229
Melbourne - North East,2016/04/01,65 years and over,Males,14.04409405
Melbourne - North East,2016/04/01,65 years and over,Females,7.104180731
Melbourne - North East,2016/03/01,15-24 years,Males,56.45614218
Melbourne - North East,2016/03/01,15-24 years,Females,59.06981796
Melbourne - North East,2016/03/01,25-34 years,Males,88.82789353
Melbourne - North East,2016/03/01,25-34 years,Females,71.03479117
Melbourne - North East,2016/03/01,35-44 years,Males,88.67009806
Melbourne - North East,2016/03/01,35-44 years,Females,72.64628617
Melbourne - North East,2016/03/01,45-54 years,Males,85.20920149
Melbourne - North East,2016/03/01,45-54 years,Females,71.52315921
Melbourne - North East,2016/03/01,55-64 years,Males,74.49941219
Melbourne - North East,2016/03/01,55-64 years,Females,55.60731207
Melbourne - North East,2016/03/01,65 years and over,Males,14.33212683
Melbourne - North East,2016/03/01,65 years and over,Females,7.201284882
Melbourne - North East,2016/02/01,15-24 years,Males,56.70774519
Melbourne - North East,2016/02/01,15-24 years,Females,60.33932896
Melbourne - North East,2016/02/01,25-34 years,Males,88.46592941
Melbourne - North East,2016/02/01,25-34 years,Females,71.0880229
Melbourne - North East,2016/02/01,35-44 years,Males,88.4585915
Melbourne - North East,2016/02/01,35-44 years,Females,72.60112592
Melbourne - North East,2016/02/01,45-54 years,Males,85.03570609
Melbourne - North East,2016/02/01,45-54 years,Females,71.50395539
Melbourne - North East,2016/02/01,55-64 years,Males,74.5737904
Melbourne - North East,2016/02/01,55-64 years,Females,56.31228542
Melbourne - North East,2016/02/01,65 years and over,Males,14.98584283
Melbourne - North East,2016/02/01,65 years and over,Females,7.533312801
Melbourne - North East,2016/01/01,15-24 years,Males,55.32664813
Melbourne - North East,2016/01/01,15-24 years,Females,59.05647794
Melbourne - North East,2016/01/01,25-34 years,Males,87.4081529
Melbourne - North East,2016/01/01,25-34 years,Females,69.19276724
Melbourne - North East,2016/01/01,35-44 years,Males,87.49347566
Melbourne - North East,2016/01/01,35-44 years,Females,70.71919199
Melbourne - North East,2016/01/01,45-54 years,Males,83.52044185
Melbourne - North East,2016/01/01,45-54 years,Females,69.64907858
Melbourne - North East,2016/01/01,55-64 years,Males,72.75550024
Melbourne - North East,2016/01/01,55-64 years,Females,54.31324831
Melbourne - North East,2016/01/01,65 years and over,Males,14.08166603
Melbourne - North East,2016/01/01,65 years and over,Females,7.10828714
Melbourne - North East,2015/12/01,15-24 years,Males,58.39992
Melbourne - North East,2015/12/01,15-24 years,Females,62.16395002
Melbourne - North East,2015/12/01,25-34 years,Males,88.14929918
Melbourne - North East,2015/12/01,25-34 years,Females,70.66758122
Melbourne - North East,2015/12/01,35-44 years,Males,88.26260503
Melbourne - North East,2015/12/01,35-44 years,Females,72.22422283
Melbourne - North East,2015/12/01,45-54 years,Males,84.52432944
Melbourne - North East,2015/12/01,45-54 years,Females,70.98418869
Melbourne - North East,2015/12/01,55-64 years,Males,73.53256225
Melbourne - North East,2015/12/01,55-64 years,Females,55.59610927
Melbourne - North East,2015/12/01,65 years and over,Males,14.81901914
Melbourne - North East,2015/12/01,65 years and over,Females,7.58317821
Melbourne - North East,2015/11/01,15-24 years,Males,56.10579641
Melbourne - North East,2015/11/01,15-24 years,Females,60.06045521
Melbourne - North East,2015/11/01,25-34 years,Males,87.45172526
Melbourne - North East,2015/11/01,25-34 years,Females,70.78387603
Melbourne - North East,2015/11/01,35-44 years,Males,87.97488607
Melbourne - North East,2015/11/01,35-44 years,Females,72.40549814
Melbourne - North East,2015/11/01,45-54 years,Males,84.6420011
Melbourne - North East,2015/11/01,45-54 years,Females,71.45082807
Melbourne - North East,2015/11/01,55-64 years,Males,73.57822095
Melbourne - North East,2015/11/01,55-64 years,Females,56.09557818
Melbourne - North East,2015/11/01,65 years and over,Males,15.19835354
Melbourne - North East,2015/11/01,65 years and over,Females,7.851066742
Melbourne - North East,2015/10/01,15-24 years,Males,55.86913942
Melbourne - North East,2015/10/01,15-24 years,Females,59.65924776
Melbourne - North East,2015/10/01,25-34 years,Males,87.54703523
Melbourne - North East,2015/10/01,25-34 years,Females,70.90451663
Melbourne - North East,2015/10/01,35-44 years,Males,88.16544522
Melbourne - North East,2015/10/01,35-44 years,Females,72.3869805
Melbourne - North East,2015/10/01,45-54 years,Males,84.7956779
Melbourne - North East,2015/10/01,45-54 years,Females,71.71378562
Melbourne - North East,2015/10/01,55-64 years,Males,73.35095792
Melbourne - North East,2015/10/01,55-64 years,Females,55.60119272
Melbourne - North East,2015/10/01,65 years and over,Males,15.1058099
Melbourne - North East,2015/10/01,65 years and over,Females,7.666272069
Melbourne - North East,2015/09/01,15-24 years,Males,54.44439569
Melbourne - North East,2015/09/01,15-24 years,Females,57.85391821
Melbourne - North East,2015/09/01,25-34 years,Males,86.71421543
Melbourne - North East,2015/09/01,25-34 years,Females,70.24277559
Melbourne - North East,2015/09/01,35-44 years,Males,87.47448641
Melbourne - North East,2015/09/01,35-44 years,Females,71.8460885
Melbourne - North East,2015/09/01,45-54 years,Males,84.44300241
Melbourne - North East,2015/09/01,45-54 years,Females,71.56176739
Melbourne - North East,2015/09/01,55-64 years,Males,72.91646451
Melbourne - North East,2015/09/01,55-64 years,Females,54.48950035
Melbourne - North East,2015/09/01,65 years and over,Males,15.01039336
Melbourne - North East,2015/09/01,65 years and over,Females,7.561522273
Melbourne - North East,2015/08/01,15-24 years,Males,53.38157712
Melbourne - North East,2015/08/01,15-24 years,Females,57.36736637
Melbourne - North East,2015/08/01,25-34 years,Males,86.66584849
Melbourne - North East,2015/08/01,25-34 years,Females,70.27171357
Melbourne - North East,2015/08/01,35-44 years,Males,87.57260468
Melbourne - North East,2015/08/01,35-44 years,Females,71.79240984
Melbourne - North East,2015/08/01,45-54 years,Males,84.62854014
Melbourne - North East,2015/08/01,45-54 years,Females,71.69006259
Melbourne - North East,2015/08/01,55-64 years,Males,72.94549437
Melbourne - North East,2015/08/01,55-64 years,Females,53.60925757
Melbourne - North East,2015/08/01,65 years and over,Males,14.9501755
Melbourne - North East,2015/08/01,65 years and over,Females,7.49523576
Melbourne - North East,2015/07/01,15-24 years,Males,55.18236618
Melbourne - North East,2015/07/01,15-24 years,Females,59.4367868
Melbourne - North East,2015/07/01,25-34 years,Males,86.58209206
Melbourne - North East,2015/07/01,25-34 years,Females,70.69284988
Melbourne - North East,2015/07/01,35-44 years,Males,87.50879957
Melbourne - North East,2015/07/01,35-44 years,Females,72.34524923
Melbourne - North East,2015/07/01,45-54 years,Males,84.97372137
Melbourne - North East,2015/07/01,45-54 years,Females,72.20685544
Melbourne - North East,2015/07/01,55-64 years,Males,73.58775898
