Labour market region (SA4): ASGS (2011),Month,Age,Sex,Sum of Participation rate (%)
Brisbane - East,2018/01/01,35-44 years,Females,82.34954347
Brisbane - East,2018/01/01,45-54 years,Males,94.04870975
Brisbane - East,2018/01/01,45-54 years,Females,85.66929449
Brisbane - East,2018/01/01,55-64 years,Males,74.35645672
Brisbane - East,2018/01/01,55-64 years,Females,63.91283848
Brisbane - East,2018/01/01,65 years and over,Males,18.94365807
Brisbane - East,2018/01/01,65 years and over,Females,10.83946315
Brisbane - East,2017/12/01,15-24 years,Males,77.63976296
Brisbane - East,2017/12/01,15-24 years,Females,77.52266205
Brisbane - East,2017/12/01,25-34 years,Males,92.81731161
Brisbane - East,2017/12/01,25-34 years,Females,83.23116727
Brisbane - East,2017/12/01,35-44 years,Males,95.23298559
Brisbane - East,2017/12/01,35-44 years,Females,82.92992024
Brisbane - East,2017/12/01,45-54 years,Males,94.20987996
Brisbane - East,2017/12/01,45-54 years,Females,85.74752316
Brisbane - East,2017/12/01,55-64 years,Males,74.9442744
Brisbane - East,2017/12/01,55-64 years,Females,64.24450602
Brisbane - East,2017/12/01,65 years and over,Males,18.47431158
Brisbane - East,2017/12/01,65 years and over,Females,10.85465982
Brisbane - East,2017/11/01,15-24 years,Males,75.43091627
Brisbane - East,2017/11/01,15-24 years,Females,77.21006449
Brisbane - East,2017/11/01,25-34 years,Males,93.03697766
Brisbane - East,2017/11/01,25-34 years,Females,83.21183133
Brisbane - East,2017/11/01,35-44 years,Males,95.2744485
Brisbane - East,2017/11/01,35-44 years,Females,83.55199352
Brisbane - East,2017/11/01,45-54 years,Males,94.36737428
Brisbane - East,2017/11/01,45-54 years,Females,85.84134107
Brisbane - East,2017/11/01,55-64 years,Males,75.58603369
Brisbane - East,2017/11/01,55-64 years,Females,64.48903438
Brisbane - East,2017/11/01,65 years and over,Males,17.83377656
Brisbane - East,2017/11/01,65 years and over,Females,10.70088278
Brisbane - East,2017/10/01,15-24 years,Males,74.19388627
Brisbane - East,2017/10/01,15-24 years,Females,77.49801127
Brisbane - East,2017/10/01,25-34 years,Males,93.31240613
Brisbane - East,2017/10/01,25-34 years,Females,83.3306234
Brisbane - East,2017/10/01,35-44 years,Males,95.24306375
Brisbane - East,2017/10/01,35-44 years,Females,84.01990122
Brisbane - East,2017/10/01,45-54 years,Males,94.41622955
Brisbane - East,2017/10/01,45-54 years,Females,85.96476811
Brisbane - East,2017/10/01,55-64 years,Males,76.36838939
Brisbane - East,2017/10/01,55-64 years,Females,64.74675538
Brisbane - East,2017/10/01,65 years and over,Males,17.48832632
Brisbane - East,2017/10/01,65 years and over,Females,10.5322227
Brisbane - East,2017/09/01,15-24 years,Males,73.45480426
Brisbane - East,2017/09/01,15-24 years,Females,77.16879955
Brisbane - East,2017/09/01,25-34 years,Males,93.25353925
Brisbane - East,2017/09/01,25-34 years,Females,82.48412879
Brisbane - East,2017/09/01,35-44 years,Males,95.09792328
Brisbane - East,2017/09/01,35-44 years,Females,83.72772937
Brisbane - East,2017/09/01,45-54 years,Males,94.05817628
Brisbane - East,2017/09/01,45-54 years,Females,85.47097866
Brisbane - East,2017/09/01,55-64 years,Males,76.10345201
Brisbane - East,2017/09/01,55-64 years,Females,64.05639189
Brisbane - East,2017/09/01,65 years and over,Males,16.75604799
Brisbane - East,2017/09/01,65 years and over,Females,9.904544416
Brisbane - East,2017/08/01,15-24 years,Males,72.86234874
Brisbane - East,2017/08/01,15-24 years,Females,77.13576418
Brisbane - East,2017/08/01,25-34 years,Males,93.40259348
Brisbane - East,2017/08/01,25-34 years,Females,82.18873063
Brisbane - East,2017/08/01,35-44 years,Males,95.19412795
Brisbane - East,2017/08/01,35-44 years,Females,83.95724458
Brisbane - East,2017/08/01,45-54 years,Males,93.92198504
Brisbane - East,2017/08/01,45-54 years,Females,85.51934776
Brisbane - East,2017/08/01,55-64 years,Males,76.69883673
Brisbane - East,2017/08/01,55-64 years,Females,64.13669263
Brisbane - East,2017/08/01,65 years and over,Males,16.76277172
Brisbane - East,2017/08/01,65 years and over,Females,9.725510176
Brisbane - East,2017/07/01,15-24 years,Males,73.61678336
Brisbane - East,2017/07/01,15-24 years,Females,76.85527469
Brisbane - East,2017/07/01,25-34 years,Males,93.44715656
Brisbane - East,2017/07/01,25-34 years,Females,82.30090969
Brisbane - East,2017/07/01,35-44 years,Males,95.21775985
Brisbane - East,2017/07/01,35-44 years,Females,83.92342016
Brisbane - East,2017/07/01,45-54 years,Males,93.73234151
Brisbane - East,2017/07/01,45-54 years,Females,85.84556193
Brisbane - East,2017/07/01,55-64 years,Males,77.1268363
Brisbane - East,2017/07/01,55-64 years,Females,64.1990847
Brisbane - East,2017/07/01,65 years and over,Males,16.71840511
Brisbane - East,2017/07/01,65 years and over,Females,9.682710953
Brisbane - East,2017/06/01,15-24 years,Males,72.76061186
Brisbane - East,2017/06/01,15-24 years,Females,75.76169599
Brisbane - East,2017/06/01,25-34 years,Males,93.01119072
Brisbane - East,2017/06/01,25-34 years,Females,81.52559556
Brisbane - East,2017/06/01,35-44 years,Males,95.11796288
Brisbane - East,2017/06/01,35-44 years,Females,83.43642337
Brisbane - East,2017/06/01,45-54 years,Males,93.52811398
Brisbane - East,2017/06/01,45-54 years,Females,85.55022975
Brisbane - East,2017/06/01,55-64 years,Males,76.87063247
Brisbane - East,2017/06/01,55-64 years,Females,63.40936548
Brisbane - East,2017/06/01,65 years and over,Males,16.27607402
Brisbane - East,2017/06/01,65 years and over,Females,9.2890607
Brisbane - East,2017/05/01,15-24 years,Males,73.40547715
Brisbane - East,2017/05/01,15-24 years,Females,75.60940021
Brisbane - East,2017/05/01,25-34 years,Males,92.94307958
Brisbane - East,2017/05/01,25-34 years,Females,81.02413693
Brisbane - East,2017/05/01,35-44 years,Males,95.27148418
Brisbane - East,2017/05/01,35-44 years,Females,83.65443161
Brisbane - East,2017/05/01,45-54 years,Males,93.6173257
Brisbane - East,2017/05/01,45-54 years,Females,85.88406189
Brisbane - East,2017/05/01,55-64 years,Males,77.48941797
Brisbane - East,2017/05/01,55-64 years,Females,63.52655582
Brisbane - East,2017/05/01,65 years and over,Males,16.35851907
Brisbane - East,2017/05/01,65 years and over,Females,9.215319613
Brisbane - East,2017/04/01,15-24 years,Males,73.56870088
Brisbane - East,2017/04/01,15-24 years,Females,75.28348709
Brisbane - East,2017/04/01,25-34 years,Males,92.71714526
Brisbane - East,2017/04/01,25-34 years,Females,80.43891717
Brisbane - East,2017/04/01,35-44 years,Males,95.29329943
Brisbane - East,2017/04/01,35-44 years,Females,83.52721761
Brisbane - East,2017/04/01,45-54 years,Males,93.66571636
Brisbane - East,2017/04/01,45-54 years,Females,86.00715142
Brisbane - East,2017/04/01,55-64 years,Males,77.44416559
Brisbane - East,2017/04/01,55-64 years,Females,63.02919781
Brisbane - East,2017/04/01,65 years and over,Males,16.14508159
Brisbane - East,2017/04/01,65 years and over,Females,9.167509219
Brisbane - East,2017/03/01,15-24 years,Males,73.08205289
Brisbane - East,2017/03/01,15-24 years,Females,74.92077707
Brisbane - East,2017/03/01,25-34 years,Males,92.47188222
Brisbane - East,2017/03/01,25-34 years,Females,79.81121404
Brisbane - East,2017/03/01,35-44 years,Males,95.22843675
Brisbane - East,2017/03/01,35-44 years,Females,82.85809153
Brisbane - East,2017/03/01,45-54 years,Males,93.66216068
Brisbane - East,2017/03/01,45-54 years,Females,85.97111668
Brisbane - East,2017/03/01,55-64 years,Males,76.94266859
Brisbane - East,2017/03/01,55-64 years,Females,62.25885088
Brisbane - East,2017/03/01,65 years and over,Males,15.79293698
Brisbane - East,2017/03/01,65 years and over,Females,9.028066675
Brisbane - East,2017/02/01,15-24 years,Males,73.21158508
Brisbane - East,2017/02/01,15-24 years,Females,75.22258472
Brisbane - East,2017/02/01,25-34 years,Males,92.651333
Brisbane - East,2017/02/01,25-34 years,Females,79.62362686
Brisbane - East,2017/02/01,35-44 years,Males,95.23670114
Brisbane - East,2017/02/01,35-44 years,Females,82.51810371
Brisbane - East,2017/02/01,45-54 years,Males,93.82659033
Brisbane - East,2017/02/01,45-54 years,Females,85.95234101
Brisbane - East,2017/02/01,55-64 years,Males,76.66636941
Brisbane - East,2017/02/01,55-64 years,Females,61.92308501
Brisbane - East,2017/02/01,65 years and over,Males,15.77502629
Brisbane - East,2017/02/01,65 years and over,Females,8.898519489
Brisbane - East,2017/01/01,15-24 years,Males,71.8296436
Brisbane - East,2017/01/01,15-24 years,Females,75.04368609
Brisbane - East,2017/01/01,25-34 years,Males,92.20891437
Brisbane - East,2017/01/01,25-34 years,Females,78.65322217
Brisbane - East,2017/01/01,35-44 years,Males,94.81534391
Brisbane - East,2017/01/01,35-44 years,Females,81.36979833
Brisbane - East,2017/01/01,45-54 years,Males,93.7607556
Brisbane - East,2017/01/01,45-54 years,Females,85.13750985
Brisbane - East,2017/01/01,55-64 years,Males,75.35806484
Brisbane - East,2017/01/01,55-64 years,Females,60.48645721
Brisbane - East,2017/01/01,65 years and over,Males,15.13973685
Brisbane - East,2017/01/01,65 years and over,Females,8.304125475
Brisbane - East,2016/12/01,15-24 years,Males,72.72822523
Brisbane - East,2016/12/01,15-24 years,Females,75.14869804
Brisbane - East,2016/12/01,25-34 years,Males,92.57201281
Brisbane - East,2016/12/01,25-34 years,Females,79.31813936
Brisbane - East,2016/12/01,35-44 years,Males,94.96904856
Brisbane - East,2016/12/01,35-44 years,Females,82.27516655
Brisbane - East,2016/12/01,45-54 years,Males,94.18513131
Brisbane - East,2016/12/01,45-54 years,Females,85.43841308
Brisbane - East,2016/12/01,55-64 years,Males,75.8615586
Brisbane - East,2016/12/01,55-64 years,Females,61.03047438
Brisbane - East,2016/12/01,65 years and over,Males,15.52046812
Brisbane - East,2016/12/01,65 years and over,Females,8.217245932
Brisbane - East,2016/11/01,15-24 years,Males,70.19857611
Brisbane - East,2016/11/01,15-24 years,Females,73.66344579
Brisbane - East,2016/11/01,25-34 years,Males,92.74027539
Brisbane - East,2016/11/01,25-34 years,Females,79.46868729
Brisbane - East,2016/11/01,35-44 years,Males,94.96384294
Brisbane - East,2016/11/01,35-44 years,Females,82.76843
Brisbane - East,2016/11/01,45-54 years,Males,94.43323955
Brisbane - East,2016/11/01,45-54 years,Females,85.35334306
Brisbane - East,2016/11/01,55-64 years,Males,75.57552079
Brisbane - East,2016/11/01,55-64 years,Females,61.36408141
Brisbane - East,2016/11/01,65 years and over,Males,15.54736076
Brisbane - East,2016/11/01,65 years and over,Females,7.960407163
Brisbane - East,2016/10/01,15-24 years,Males,68.58745947
Brisbane - East,2016/10/01,15-24 years,Females,72.78572218
Brisbane - East,2016/10/01,25-34 years,Males,92.19078621
Brisbane - East,2016/10/01,25-34 years,Females,78.75696931
Brisbane - East,2016/10/01,35-44 years,Males,94.70277588
Brisbane - East,2016/10/01,35-44 years,Females,82.26502797
Brisbane - East,2016/10/01,45-54 years,Males,94.30056708
Brisbane - East,2016/10/01,45-54 years,Females,84.60477932
Brisbane - East,2016/10/01,55-64 years,Males,74.26603934
Brisbane - East,2016/10/01,55-64 years,Females,60.66997831
Brisbane - East,2016/10/01,65 years and over,Males,14.91656398
Brisbane - East,2016/10/01,65 years and over,Females,7.386255742
Brisbane - East,2016/09/01,15-24 years,Males,69.07107307
Brisbane - East,2016/09/01,15-24 years,Females,72.94800085
Brisbane - East,2016/09/01,25-34 years,Males,92.23722406
Brisbane - East,2016/09/01,25-34 years,Females,78.85295772
Brisbane - East,2016/09/01,35-44 years,Males,94.71101296
Brisbane - East,2016/09/01,35-44 years,Females,82.62622243
Brisbane - East,2016/09/01,45-54 years,Males,94.28766886
Brisbane - East,2016/09/01,45-54 years,Females,84.63951866
Brisbane - East,2016/09/01,55-64 years,Males,73.72656503
Brisbane - East,2016/09/01,55-64 years,Females,60.90704115
Brisbane - East,2016/09/01,65 years and over,Males,14.96286312
Brisbane - East,2016/09/01,65 years and over,Females,7.144343578
Brisbane - East,2016/08/01,15-24 years,Males,69.19492836
Brisbane - East,2016/08/01,15-24 years,Females,73.13047116
Brisbane - East,2016/08/01,25-34 years,Males,92.24246832
Brisbane - East,2016/08/01,25-34 years,Females,78.9281067
Brisbane - East,2016/08/01,35-44 years,Males,94.72336743
Brisbane - East,2016/08/01,35-44 years,Females,82.98223397
Brisbane - East,2016/08/01,45-54 years,Males,94.1857466
Brisbane - East,2016/08/01,45-54 years,Females,84.63999172
Brisbane - East,2016/08/01,55-64 years,Males,73.49580109
Brisbane - East,2016/08/01,55-64 years,Females,60.88394389
Brisbane - East,2016/08/01,65 years and over,Males,15.14008715
Brisbane - East,2016/08/01,65 years and over,Females,6.908295155
Brisbane - East,2016/07/01,15-24 years,Males,71.17658384
Brisbane - East,2016/07/01,15-24 years,Females,74.72525894
Brisbane - East,2016/07/01,25-34 years,Males,92.5067685
Brisbane - East,2016/07/01,25-34 years,Females,79.42817405
Brisbane - East,2016/07/01,35-44 years,Males,94.86321439
Brisbane - East,2016/07/01,35-44 years,Females,83.85789204
Brisbane - East,2016/07/01,45-54 years,Males,94.12314201
Brisbane - East,2016/07/01,45-54 years,Females,84.8876941
Brisbane - East,2016/07/01,55-64 years,Males,74.11996855
Brisbane - East,2016/07/01,55-64 years,Females,61.31562336
Brisbane - East,2016/07/01,65 years and over,Males,15.60209331
Brisbane - East,2016/07/01,65 years and over,Females,6.782934079
Brisbane - East,2016/06/01,15-24 years,Males,70.74096136
Brisbane - East,2016/06/01,15-24 years,Females,74.81047852
Brisbane - East,2016/06/01,25-34 years,Males,92.15537262
Brisbane - East,2016/06/01,25-34 years,Females,79.21746237
Brisbane - East,2016/06/01,35-44 years,Males,94.69417178
Brisbane - East,2016/06/01,35-44 years,Females,84.22977918
Brisbane - East,2016/06/01,45-54 years,Males,94.11113319
Brisbane - East,2016/06/01,45-54 years,Females,84.81643732
Brisbane - East,2016/06/01,55-64 years,Males,74.35646579
Brisbane - East,2016/06/01,55-64 years,Females,60.79803771
Brisbane - East,2016/06/01,65 years and over,Males,15.52084118
Brisbane - East,2016/06/01,65 years and over,Females,6.5013201
Brisbane - East,2016/05/01,15-24 years,Males,71.50135586
Brisbane - East,2016/05/01,15-24 years,Females,74.92767884
Brisbane - East,2016/05/01,25-34 years,Males,92.08837848
Brisbane - East,2016/05/01,25-34 years,Females,79.46260936
Brisbane - East,2016/05/01,35-44 years,Males,94.70604574
Brisbane - East,2016/05/01,35-44 years,Females,84.6294734
Brisbane - East,2016/05/01,45-54 years,Males,94.09174501
Brisbane - East,2016/05/01,45-54 years,Females,84.88277389
Brisbane - East,2016/05/01,55-64 years,Males,74.94280315
Brisbane - East,2016/05/01,55-64 years,Females,60.7946286
Brisbane - East,2016/05/01,65 years and over,Males,15.47803487
Brisbane - East,2016/05/01,65 years and over,Females,6.482823107
Brisbane - East,2016/04/01,15-24 years,Males,72.40722316
Brisbane - East,2016/04/01,15-24 years,Females,76.09485484
Brisbane - East,2016/04/01,25-34 years,Males,92.37829994
Brisbane - East,2016/04/01,25-34 years,Females,80.22356031
Brisbane - East,2016/04/01,35-44 years,Males,94.84121156
Brisbane - East,2016/04/01,35-44 years,Females,85.0903755
Brisbane - East,2016/04/01,45-54 years,Males,93.96847146
Brisbane - East,2016/04/01,45-54 years,Females,85.03781576
Brisbane - East,2016/04/01,55-64 years,Males,75.58605295
Brisbane - East,2016/04/01,55-64 years,Females,61.30940636
Brisbane - East,2016/04/01,65 years and over,Males,15.68849905
Brisbane - East,2016/04/01,65 years and over,Females,6.734189424
Brisbane - East,2016/03/01,15-24 years,Males,73.36400456
Brisbane - East,2016/03/01,15-24 years,Females,75.96686185
Brisbane - East,2016/03/01,25-34 years,Males,92.41981132
Brisbane - East,2016/03/01,25-34 years,Females,80.6803558
Brisbane - East,2016/03/01,35-44 years,Males,94.79924158
Brisbane - East,2016/03/01,35-44 years,Females,85.15786123
Brisbane - East,2016/03/01,45-54 years,Males,93.69807174
Brisbane - East,2016/03/01,45-54 years,Females,84.84292013
Brisbane - East,2016/03/01,55-64 years,Males,75.64108927
Brisbane - East,2016/03/01,55-64 years,Females,61.06166924
Brisbane - East,2016/03/01,65 years and over,Males,15.62517384
Brisbane - East,2016/03/01,65 years and over,Females,6.848877706
Brisbane - East,2016/02/01,15-24 years,Males,75.02926791
Brisbane - East,2016/02/01,15-24 years,Females,77.47889708
Brisbane - East,2016/02/01,25-34 years,Males,93.02914082
Brisbane - East,2016/02/01,25-34 years,Females,81.50250427
Brisbane - East,2016/02/01,35-44 years,Males,94.82577919
Brisbane - East,2016/02/01,35-44 years,Females,85.427542
Brisbane - East,2016/02/01,45-54 years,Males,93.7958821
Brisbane - East,2016/02/01,45-54 years,Females,85.35119725
Brisbane - East,2016/02/01,55-64 years,Males,76.54943801
Brisbane - East,2016/02/01,55-64 years,Females,61.87292008
Brisbane - East,2016/02/01,65 years and over,Males,16.00972515
Brisbane - East,2016/02/01,65 years and over,Females,7.264120377
Brisbane - East,2016/01/01,15-24 years,Males,76.1508073
Brisbane - East,2016/01/01,15-24 years,Females,77.41260117
Brisbane - East,2016/01/01,25-34 years,Males,92.89965136
Brisbane - East,2016/01/01,25-34 years,Females,80.8346448
Brisbane - East,2016/01/01,35-44 years,Males,94.34318428
Brisbane - East,2016/01/01,35-44 years,Females,84.64985252
Brisbane - East,2016/01/01,45-54 years,Males,93.49032589
Brisbane - East,2016/01/01,45-54 years,Females,84.64973871
Brisbane - East,2016/01/01,55-64 years,Males,76.43480633
Brisbane - East,2016/01/01,55-64 years,Females,60.93802302
Brisbane - East,2016/01/01,65 years and over,Males,15.31426473
Brisbane - East,2016/01/01,65 years and over,Females,7.248997245
Brisbane - East,2015/12/01,15-24 years,Males,76.74538754
Brisbane - East,2015/12/01,15-24 years,Females,78.17285724
Brisbane - East,2015/12/01,25-34 years,Males,92.73202155
Brisbane - East,2015/12/01,25-34 years,Females,81.18239812
